Emp_no,Employee_Number,Attrition,Business_Travel,Age,CF_age_band,CF_attrition_label,Department,Education_Field,Gender,Job_Role,Marital_Status,Over_Time,Over18,Training_Times_Last_Year,CF_current_Employee,Distance_From_Home,Education_level,Environment_Satisfaction,Daily_Rate,Hourly_Rate,Job_Involvement,Job_Level,Job_Satisfaction,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Standard_Hours2,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager
STAFF-1580,1580,No,Rarely,34,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,Y,3,1,1,Master's Degree,2,1351,45,3,2,4,5484,13008,9,17,3,2,60,83,1,9,2,2,2,2,1
STAFF-1903,1903,No,Rarely,44,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,No,Y,5,1,1,Master's Degree,2,170,78,4,2,1,5033,9364,2,15,3,4,75,69,1,10,3,2,0,2,2
STAFF-1542,1542,No,Rarely,42,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,Y,3,1,2,Bachelor's Degree,3,1210,68,2,1,2,4841,24052,4,14,3,2,65,40,1,4,3,1,0,0,0
STAFF-1601,1601,No,Rarely,35,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,Y,5,1,7,Associates Degree,3,1349,63,2,1,4,2690,7713,1,18,3,4,60,37,1,1,2,1,0,0,1
STAFF-1911,1911,No,Rarely,42,35 - 44,Current Employees,R&D,Medical,Male,Research Director,Married,No,Y,3,1,6,Bachelor's Degree,3,1396,83,3,3,1,13348,14842,9,13,3,2,85,75,1,18,4,13,7,5,7
STAFF-1799,1799,No,Rarely,28,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,Y,6,1,1,Bachelor's Degree,3,1181,82,3,1,4,2044,5531,1,11,3,3,85,66,1,5,4,5,3,0,3
STAFF-1763,1763,No,Rarely,30,25 - 34,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,No,Y,3,1,16,Bachelor's Degree,3,305,58,4,2,3,5294,9128,3,16,3,3,60,33,1,10,3,7,0,1,7
STAFF-1707,1707,No,Rarely,24,Under 25,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,Y,1,1,9,Bachelor's Degree,3,581,62,4,1,3,4401,17616,1,16,3,4,60,89,1,5,3,5,3,0,4
STAFF-2062,2062,No,Rarely,39,35 - 44,Current Employees,R&D,Medical,Male,Healthcare Representative,Married,No,Y,5,1,6,High School,4,613,42,2,3,1,9991,21457,4,15,3,1,70,70,1,9,3,7,7,1,7
STAFF-1523,1523,No,Rarely,44,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Director,Married,No,Y,1,1,28,Bachelor's Degree,4,136,32,3,4,1,16328,22074,3,13,3,3,75,64,1,24,4,20,6,14,17
STAFF-1728,1728,No,Rarely,35,35 - 44,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,No,Y,3,1,27,Master's Degree,4,1370,49,3,2,3,6883,5151,2,16,3,2,75,39,1,17,3,7,7,0,7
STAFF-1798,1798,No,Rarely,33,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,Y,1,1,8,Master's Degree,4,867,90,4,1,1,3143,6076,6,19,3,2,55,45,1,14,3,10,8,7,6
STAFF-1592,1592,No,Rarely,23,Under 25,Current Employees,R&D,Technical Degree,Male,Research Scientist,Married,No,Y,2,1,10,Bachelor's Degree,4,977,45,4,1,3,2073,12826,2,16,3,4,80,71,1,4,3,2,2,2,2
STAFF-1682,1682,No,Rarely,36,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,No,Y,2,1,26,Master's Degree,1,1351,80,3,2,3,5347,7419,6,14,3,2,85,83,2,10,2,3,2,0,2
STAFF-2012,2012,No,Rarely,40,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,Y,3,1,1,Master's Degree,1,543,83,3,1,4,2406,4060,8,19,3,3,60,63,2,8,2,1,0,0,0
STAFF-1803,1803,No,Rarely,42,35 - 44,Current Employees,R&D,Medical,Male,Healthcare Representative,Married,No,Y,2,1,13,Bachelor's Degree,2,1128,95,4,2,1,5538,5696,5,18,3,3,85,34,2,10,2,0,0,0,0
STAFF-1596,1596,No,Rarely,35,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,Y,3,1,28,Bachelor's Degree,2,750,46,4,2,3,3407,25348,1,17,3,4,85,40,2,10,2,10,9,6,8
STAFF-1514,1514,No,Rarely,28,25 - 34,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,No,Y,2,1,29,High School,3,1083,96,1,2,2,6549,3173,1,14,3,2,75,72,2,8,2,8,6,1,7
STAFF-1558,1558,No,Rarely,29,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,Y,2,1,9,Bachelor's Degree,3,598,91,4,1,3,2451,22376,6,18,3,1,50,82,2,5,2,1,0,0,0
STAFF-1618,1618,No,Rarely,39,35 - 44,Current Employees,R&D,Medical,Male,Manufacturing Director,Married,No,Y,3,1,10,Doctoral Degree,2,1387,76,3,2,1,5377,3835,2,13,3,4,50,68,3,10,3,7,7,7,7
STAFF-1698,1698,No,Rarely,33,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,Y,6,1,21,Bachelor's Degree,2,267,79,4,1,2,2028,13637,1,18,3,4,60,81,3,14,3,14,11,2,13
STAFF-1770,1770,No,Rarely,55,Over 55,Current Employees,R&D,Medical,Male,Research Director,Married,No,Y,2,1,2,Bachelor's Degree,3,478,60,2,5,1,19038,19805,8,12,3,2,60,56,3,34,3,1,0,0,0
STAFF-1631,1631,No,Rarely,37,35 - 44,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,No,Y,2,1,19,Bachelor's Degree,3,671,85,3,2,3,5768,26493,3,17,3,1,50,78,3,9,2,4,3,0,2
STAFF-1718,1718,No,Rarely,26,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,Y,3,1,17,Master's Degree,4,390,62,1,1,3,2305,6217,1,15,3,3,70,48,3,3,4,3,2,0,2
STAFF-1435,1435,No,Rarely,36,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,Y,2,1,4,Master's Degree,1,172,37,2,2,4,5810,22604,1,16,3,3,50,86,0,10,2,10,4,1,8
STAFF-1659,1659,No,Rarely,36,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,Y,4,1,7,Bachelor's Degree,1,311,77,3,1,2,2013,10950,2,11,3,3,55,45,0,15,3,4,3,1,3
STAFF-1533,1533,No,Rarely,23,Under 25,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,Y,2,1,20,High School,1,507,97,3,2,3,2272,24812,0,14,3,2,70,35,0,5,3,4,3,1,2
STAFF-1577,1577,No,Rarely,34,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Single,No,Y,4,1,7,Master's Degree,1,479,35,3,1,4,2972,22061,1,13,3,3,55,82,0,1,1,1,0,0,0
STAFF-2014,2014,No,Rarely,39,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,Y,2,1,24,High School,1,116,52,3,2,4,4108,5340,7,13,3,1,70,86,0,18,3,7,7,1,7
STAFF-1981,1981,No,Rarely,24,Under 25,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Single,No,Y,2,1,1,Associates Degree,2,771,45,2,2,3,4617,14120,1,12,3,2,80,73,0,4,2,4,3,1,2
STAFF-2008,2008,No,Rarely,35,35 - 44,Current Employees,R&D,Medical,Male,Research Scientist,Single,No,Y,5,1,9,Master's Degree,2,1395,48,3,2,3,5098,18698,1,19,3,2,65,38,0,10,3,10,7,0,8
STAFF-1814,1814,No,Rarely,41,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Single,No,Y,3,1,5,Bachelor's Degree,2,447,85,4,2,2,6870,15530,3,12,3,1,70,37,0,11,1,3,2,1,2
STAFF-2048,2048,No,Rarely,40,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,Y,2,1,2,Master's Degree,3,1322,52,2,1,3,2809,2725,2,14,3,4,70,35,0,8,3,2,2,2,2
STAFF-1952,1952,No,Rarely,26,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,No,Y,6,1,1,Bachelor's Degree,3,157,95,3,1,1,2867,20006,0,13,3,4,80,42,0,8,2,7,7,7,6
STAFF-1727,1727,No,Rarely,46,45 - 54,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Single,No,Y,3,1,13,Master's Degree,3,717,34,3,2,2,5562,9697,6,14,3,4,65,87,0,19,3,10,7,0,9
STAFF-1677,1677,No,Rarely,49,45 - 54,Current Employees,R&D,Life Sciences,Male,Manager,Single,No,Y,2,1,1,Bachelor's Degree,3,809,36,3,4,3,15379,22384,4,14,3,1,80,49,0,23,3,8,7,0,0
STAFF-1623,1623,No,Rarely,21,Under 25,Current Employees,R&D,Medical,Male,Research Scientist,Single,No,Y,2,1,5,High School,3,546,97,3,1,4,3117,26009,1,18,3,3,80,47,0,3,3,2,2,2,2
STAFF-1417,1417,No,Rarely,26,25 - 34,Current Employees,R&D,Other,Male,Laboratory Technician,Single,No,Y,2,1,7,Bachelor's Degree,3,652,100,4,1,1,3578,23577,0,12,3,4,65,34,0,8,3,7,7,0,7
STAFF-1564,1564,No,Rarely,35,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,No,Y,3,1,1,Bachelor's Degree,4,992,68,2,1,1,2450,21731,1,19,3,2,60,72,0,3,3,3,0,1,2
STAFF-1545,1545,No,Rarely,33,25 - 34,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Single,No,Y,2,1,25,Bachelor's Degree,4,575,44,2,2,2,4320,24152,1,13,3,4,75,46,0,5,3,5,3,0,2
STAFF-1883,1883,No,Rarely,29,25 - 34,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,Y,2,1,7,Bachelor's Degree,4,592,59,3,1,1,2062,19384,3,14,3,2,70,74,0,11,3,3,2,1,2
STAFF-2038,2038,No,Rarely,32,25 - 34,Current Employees,R&D,Technical Degree,Male,Research Scientist,Single,No,Y,4,1,2,Bachelor's Degree,4,529,78,3,1,1,2439,11288,1,14,3,4,75,55,0,4,3,4,2,1,2
STAFF-1475,1475,No,Rarely,44,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,Y,3,1,20,Bachelor's Degree,4,1467,49,3,1,2,3420,21158,1,13,3,3,80,46,0,6,2,5,2,1,3
STAFF-1860,1860,No,Rarely,42,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,Y,3,1,8,Bachelor's Degree,4,1142,81,3,1,3,3968,13624,4,13,3,4,50,30,0,8,3,0,0,0,0
STAFF-2007,2007,No,Rarely,22,Under 25,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,Y,2,1,1,Associates Degree,4,581,63,3,1,3,3375,17624,0,12,3,4,80,30,0,4,4,3,2,1,2
STAFF-1982,1982,No,Rarely,23,Under 25,Current Employees,R&D,Other,Male,Laboratory Technician,Single,No,Y,6,1,12,Associates Degree,4,571,78,3,1,4,2647,13672,1,13,3,3,75,84,0,5,4,5,2,1,4
STAFF-1472,1472,No,Rarely,53,45 - 54,Current Employees,R&D,Medical,Male,Research Director,Single,No,Y,2,1,2,Bachelor's Degree,4,447,39,4,4,2,16598,19764,4,12,3,2,55,90,0,35,2,9,8,8,8
STAFF-1453,1453,No,Rarely,31,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,No,Y,5,1,8,Associates Degree,1,326,31,3,3,4,10793,8386,1,18,3,1,70,55,1,13,3,13,7,9,9
STAFF-1754,1754,No,Rarely,30,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,No,Y,2,1,15,Associates Degree,3,979,94,2,3,1,7140,3088,2,11,3,1,80,33,1,12,3,7,7,1,7
STAFF-2037,2037,No,Rarely,41,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,No,Y,5,1,3,Bachelor's Degree,3,930,57,2,2,2,8938,12227,2,11,3,3,75,85,1,14,3,5,4,0,4
STAFF-1951,1951,No,Rarely,34,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Divorced,No,Y,2,1,13,Master's Degree,4,1239,39,3,3,3,8628,22914,1,18,3,3,70,36,1,9,2,8,7,1,1
STAFF-1497,1497,No,Rarely,29,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,No,Y,3,1,19,Bachelor's Degree,3,1246,77,2,2,3,8620,23757,1,14,3,3,75,74,2,10,3,10,7,0,4
STAFF-1670,1670,No,Rarely,33,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Divorced,No,Y,5,1,2,Master's Degree,4,392,93,3,2,4,5505,3921,1,14,3,3,55,79,2,6,3,6,2,0,4
STAFF-1466,1466,No,Rarely,48,45 - 54,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,No,Y,3,1,7,Bachelor's Degree,3,1221,96,3,2,1,5486,24795,4,11,3,1,60,52,3,15,3,2,2,2,2
STAFF-1548,1548,No,Rarely,40,35 - 44,Current Employees,Sales,Medical,Male,Sales Executive,Married,No,Y,5,1,9,Associates Degree,1,1342,47,3,2,1,5473,19345,0,12,3,4,80,75,0,9,4,8,4,7,1
STAFF-1560,1560,No,Rarely,33,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,Y,6,1,8,Master's Degree,1,1242,46,3,2,1,6392,10589,2,13,3,4,65,66,1,8,1,2,2,2,2
STAFF-1996,1996,No,Rarely,31,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Representative,Married,No,Y,1,1,2,Associates Degree,1,1154,54,3,1,3,3067,6393,0,19,3,3,85,37,1,3,3,2,2,1,2
STAFF-1749,1749,No,Rarely,31,25 - 34,Current Employees,Sales,Technical Degree,Male,Sales Executive,Married,No,Y,3,1,5,Bachelor's Degree,1,1003,51,3,2,3,8346,20943,1,19,3,3,70,52,1,6,3,5,2,0,2
STAFF-2013,2013,No,Rarely,32,25 - 34,Current Employees,Sales,Medical,Male,Sales Representative,Married,No,Y,2,1,1,Master's Degree,2,234,68,2,1,2,2269,18024,0,14,3,2,70,56,1,3,3,2,2,2,2
STAFF-1945,1945,No,Rarely,35,35 - 44,Current Employees,Sales,Medical,Male,Sales Executive,Married,No,Y,2,1,18,Master's Degree,2,682,71,3,2,1,5561,15975,0,16,3,4,75,54,1,6,1,5,3,0,4
STAFF-1568,1568,No,Rarely,30,25 - 34,Current Employees,Sales,Technical Degree,Male,Sales Executive,Married,No,Y,3,1,29,Master's Degree,3,1288,33,3,3,2,9250,17799,3,12,3,2,75,37,1,9,3,4,2,1,3
STAFF-1582,1582,No,Rarely,38,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,Y,3,1,14,Bachelor's Degree,3,1245,80,3,2,2,9924,12355,0,11,3,4,75,37,1,10,3,9,8,7,7
STAFF-1739,1739,No,Rarely,32,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,Y,2,1,19,Bachelor's Degree,4,371,80,1,3,3,9610,3840,3,13,3,3,75,72,1,10,1,4,3,0,2
STAFF-1492,1492,No,Rarely,35,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Representative,Married,No,Y,3,1,7,High School,4,660,76,3,1,3,2404,16192,1,13,3,1,70,67,1,1,3,1,0,0,0
STAFF-1446,1446,No,Rarely,32,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,Y,3,1,7,Doctoral Degree,4,601,97,3,2,4,9204,23343,4,12,3,3,75,81,1,7,2,4,3,0,3
STAFF-1588,1588,No,Rarely,39,35 - 44,Current Employees,Sales,Medical,Male,Sales Executive,Married,No,Y,3,1,6,Bachelor's Degree,4,1462,38,4,3,3,8237,4658,2,11,3,1,55,63,1,11,3,7,6,7,6
STAFF-1787,1787,No,Rarely,37,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,Y,2,1,9,Associates Degree,2,589,46,2,2,2,4189,8800,1,14,3,1,55,64,2,5,3,5,2,0,3
STAFF-1908,1908,No,Rarely,36,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,Y,1,1,17,Associates Degree,3,335,33,2,2,2,5507,16822,2,16,3,3,65,87,2,12,1,4,2,1,3
STAFF-1995,1995,No,Rarely,38,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,Y,3,1,1,Master's Degree,4,1321,86,3,2,2,4440,7636,0,15,3,1,65,89,2,16,3,15,13,5,8
STAFF-1479,1479,No,Rarely,30,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,Y,2,1,16,High School,4,1358,96,3,2,3,5301,2939,8,15,3,3,50,34,2,4,2,2,1,2,2
STAFF-1961,1961,No,Rarely,38,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Representative,Single,No,Y,3,1,1,Bachelor's Degree,1,1404,59,2,1,1,2858,11473,4,14,3,1,55,56,0,20,2,1,0,0,0
STAFF-1975,1975,No,Rarely,39,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,Y,3,1,15,Master's Degree,2,119,77,3,4,1,13341,25098,0,12,3,1,55,36,0,21,3,20,8,11,10
STAFF-1740,1740,No,Rarely,40,35 - 44,Current Employees,Sales,Medical,Male,Manager,Single,No,Y,3,1,7,Master's Degree,2,611,88,3,5,2,19833,4349,1,14,3,2,65,50,0,21,2,21,8,12,8
STAFF-1924,1924,No,Rarely,33,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,Y,2,1,10,Master's Degree,2,217,43,3,2,3,5487,10410,1,14,3,2,60,39,0,10,2,10,4,0,9
STAFF-1650,1650,No,Rarely,29,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Single,No,Y,2,1,10,Bachelor's Degree,3,469,42,2,2,3,5869,23413,9,11,3,3,65,30,0,8,3,5,2,1,4
STAFF-1836,1836,No,Rarely,26,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Single,No,Y,4,1,10,Bachelor's Degree,3,572,46,3,2,4,4684,9125,1,13,3,1,60,82,0,5,3,5,3,1,2
STAFF-1478,1478,No,Rarely,34,25 - 34,Current Employees,Sales,Other,Male,Sales Executive,Single,No,Y,2,1,3,Bachelor's Degree,4,1326,81,1,2,1,4759,15891,3,18,3,4,75,77,0,15,3,13,9,3,12
STAFF-1680,1680,No,Rarely,20,Under 25,Current Employees,Sales,Life Sciences,Male,Sales Representative,Single,No,Y,3,1,9,High School,4,727,54,3,1,1,2728,21082,1,11,3,1,75,46,0,2,3,2,2,0,2
STAFF-1469,1469,No,Rarely,28,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Single,No,Y,4,1,5,Bachelor's Degree,4,866,84,3,2,1,8463,23490,0,18,3,4,75,71,0,6,3,5,4,1,3
STAFF-1708,1708,No,Rarely,41,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,Y,3,1,6,Bachelor's Degree,4,918,35,3,3,3,9241,15869,1,12,3,2,60,39,0,10,3,10,8,8,7
STAFF-1965,1965,No,Rarely,27,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,Y,5,1,9,Bachelor's Degree,4,954,44,3,2,4,4105,5099,1,14,3,1,50,32,0,7,3,7,7,0,7
STAFF-1602,1602,No,Rarely,46,45 - 54,Current Employees,Sales,Life Sciences,Male,Manager,Single,No,Y,5,1,1,Master's Degree,4,563,56,4,4,1,17567,3156,1,15,3,2,65,30,0,27,1,26,0,0,12
STAFF-1605,1605,No,No,22,Under 25,Current Employees,R&D,Other,Female,Research Scientist,Married,Yes,Y,2,1,26,Associates Degree,2,457,85,2,1,3,2814,10293,1,14,3,2,70,79,0,4,2,4,2,1,3
STAFF-1937,1937,No,Frequently,38,35 - 44,Current Employees,R&D,Medical,Female,Research Scientist,Divorced,Yes,Y,3,1,8,Bachelor's Degree,4,1394,58,2,2,2,2133,18115,1,16,3,3,75,53,1,20,3,20,11,0,7
STAFF-1646,1646,No,Frequently,24,Under 25,Current Employees,R&D,Technical Degree,Female,Research Scientist,Single,Yes,Y,2,1,2,High School,1,567,32,3,1,4,3760,17218,1,13,3,3,80,55,0,6,3,6,3,1,3
STAFF-1850,1850,No,Frequently,27,25 - 34,Current Employees,R&D,Life Sciences,Female,Laboratory Technician,Single,Yes,Y,3,1,5,Associates Degree,4,1297,53,3,1,4,2379,19826,0,14,3,3,50,38,0,6,2,5,4,0,2
STAFF-1683,1683,No,Rarely,44,35 - 44,Current Employees,HR,Life Sciences,Female,Human Resources,Divorced,Yes,Y,2,1,1,Bachelor's Degree,3,528,44,3,1,4,3195,4167,4,18,3,1,85,43,3,8,3,2,2,2,2
STAFF-2040,2040,No,Rarely,35,35 - 44,Current Employees,HR,Life Sciences,Female,Human Resources,Single,Yes,Y,2,1,26,Master's Degree,3,1146,31,3,3,4,8837,16642,1,16,3,3,60,84,0,9,3,9,0,1,7
STAFF-1608,1608,No,Rarely,44,35 - 44,Current Employees,R&D,Medical,Female,Research Director,Divorced,Yes,Y,4,1,7,Bachelor's Degree,2,1313,31,3,5,4,19049,3549,0,14,3,4,80,83,1,23,2,22,7,1,10
STAFF-1827,1827,No,Rarely,47,45 - 54,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Divorced,Yes,Y,4,1,4,Bachelor's Degree,3,1001,92,2,3,2,10333,19271,8,12,3,3,55,43,1,28,3,22,11,14,10
STAFF-1674,1674,No,Rarely,49,45 - 54,Current Employees,R&D,Medical,Female,Laboratory Technician,Divorced,Yes,Y,2,1,16,Bachelor's Degree,4,464,74,3,1,1,2587,24941,4,16,3,2,60,90,1,17,2,2,2,2,2
STAFF-1974,1974,No,Rarely,31,25 - 34,Current Employees,R&D,Medical,Female,Laboratory Technician,Divorced,Yes,Y,4,1,2,High School,4,1276,59,1,1,4,1129,17536,1,11,3,3,80,47,3,1,3,1,0,0,0
STAFF-1886,1886,No,Rarely,35,35 - 44,Current Employees,R&D,Other,Female,Manufacturing Director,Married,Yes,Y,2,1,16,Associates Degree,4,219,44,2,2,2,4788,25388,0,11,3,4,65,74,0,4,3,3,2,0,2
STAFF-1893,1893,No,Rarely,26,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Scientist,Married,Yes,Y,3,1,1,Associates Degree,2,482,90,2,1,3,2933,14908,1,13,3,3,65,79,1,1,2,1,0,1,0
STAFF-1724,1724,No,Rarely,40,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Married,Yes,Y,3,1,8,Associates Degree,2,369,92,3,2,1,6516,5041,2,16,3,2,65,66,1,18,3,1,0,0,0
STAFF-2009,2009,No,Rarely,33,25 - 34,Current Employees,R&D,Medical,Female,Healthcare Representative,Married,Yes,Y,6,1,15,Associates Degree,2,501,95,3,2,4,4878,21653,0,13,3,1,70,55,1,10,3,9,7,8,1
STAFF-1661,1661,No,Rarely,49,45 - 54,Current Employees,R&D,Life Sciences,Female,Healthcare Representative,Married,Yes,Y,3,1,6,High School,3,465,41,2,4,3,13966,11652,2,19,3,2,70,41,1,30,3,15,11,2,12
STAFF-1703,1703,No,Rarely,44,35 - 44,Current Employees,R&D,Life Sciences,Female,Healthcare Representative,Married,Yes,Y,2,1,2,Bachelor's Degree,3,921,96,4,3,4,7879,14810,1,19,3,2,55,89,1,9,3,8,7,6,7
STAFF-1638,1638,No,Rarely,38,35 - 44,Current Employees,R&D,Medical,Female,Manufacturing Director,Married,Yes,Y,6,1,2,Associates Degree,4,397,54,2,3,3,7756,14199,3,19,3,4,60,76,1,10,4,5,4,0,2
STAFF-1614,1614,No,Rarely,36,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Married,Yes,Y,2,1,12,Master's Degree,3,559,76,3,2,3,4663,12421,9,12,3,2,60,53,2,7,3,3,2,1,1
STAFF-1587,1587,No,Rarely,35,35 - 44,Current Employees,R&D,Medical,Female,Healthcare Representative,Single,Yes,Y,4,1,10,Master's Degree,1,670,51,3,2,3,6142,4223,3,16,3,3,70,41,0,10,3,5,2,0,4
STAFF-1611,1611,No,Rarely,45,45 - 54,Current Employees,R&D,Medical,Female,Laboratory Technician,Single,Yes,Y,3,1,5,Doctoral Degree,3,1015,50,1,2,1,5769,23447,1,14,3,1,85,33,0,10,3,10,7,1,4
STAFF-1980,1980,No,Rarely,54,45 - 54,Current Employees,R&D,Medical,Female,Manufacturing Director,Single,Yes,Y,3,1,10,Bachelor's Degree,3,157,77,3,2,1,4440,25198,6,19,3,4,65,64,0,9,3,5,2,1,4
STAFF-1641,1641,No,Rarely,40,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Single,Yes,Y,2,1,16,Bachelor's Degree,3,448,84,3,3,4,7945,19948,6,15,3,4,75,64,0,18,2,4,2,3,3
STAFF-1815,1815,No,Rarely,41,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Divorced,Yes,Y,3,1,4,High School,3,796,81,3,3,3,10447,26458,0,13,3,4,75,43,1,23,4,22,14,13,5
STAFF-1912,1912,No,Rarely,31,25 - 34,Current Employees,Sales,Medical,Female,Sales Executive,Divorced,Yes,Y,2,1,10,Associates Degree,3,1079,86,3,2,4,6583,20115,2,11,3,4,70,80,1,8,3,5,2,1,4
STAFF-1962,1962,No,Rarely,35,35 - 44,Current Employees,Sales,Life Sciences,Female,Sales Executive,Married,Yes,Y,2,1,7,Master's Degree,3,1224,55,3,2,4,5204,13586,1,11,3,4,65,86,0,10,3,10,8,0,9
STAFF-1915,1915,No,Rarely,34,25 - 34,Current Employees,Sales,Medical,Female,Sales Executive,Married,Yes,Y,3,1,3,High School,4,735,75,2,2,4,8103,16495,3,12,3,3,60,88,0,9,2,4,2,0,1
STAFF-1880,1880,No,Rarely,36,35 - 44,Current Employees,Sales,Technical Degree,Female,Sales Executive,Married,Yes,Y,4,1,10,Master's Degree,2,1266,63,2,2,3,5673,6060,1,13,3,1,55,85,1,10,3,10,9,1,7
STAFF-1503,1503,No,Rarely,47,45 - 54,Current Employees,Sales,Medical,Female,Sales Executive,Married,Yes,Y,4,1,14,Bachelor's Degree,3,571,78,3,2,3,4591,24200,3,17,3,3,85,72,1,11,2,5,4,1,2
STAFF-1938,1938,No,Rarely,58,Over 55,Current Employees,Sales,Life Sciences,Female,Manager,Married,Yes,Y,2,1,21,Bachelor's Degree,4,605,72,3,4,4,17875,11761,4,13,3,3,70,81,1,29,2,1,0,0,0
STAFF-1445,1445,No,Rarely,24,Under 25,Current Employees,Sales,Medical,Female,Sales Executive,Married,Yes,Y,3,1,4,High School,4,1476,42,3,2,3,4162,15211,1,12,3,3,85,80,2,5,3,5,4,0,3
STAFF-1425,1425,No,Rarely,36,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Single,Yes,Y,3,1,3,Master's Degree,1,1174,99,3,2,2,9278,20763,3,16,3,4,70,40,0,15,3,5,4,0,1
STAFF-1552,1552,No,No,40,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Divorced,Yes,Y,2,1,8,Associates Degree,4,1142,72,3,2,4,4069,8841,3,18,3,3,70,47,0,8,3,2,2,2,2
